CYCLE_STATUS,CYCLE_TYPE,CONSTRUCTION_STATUS,CONSTRUCTION_TYPE,CONSTRUCTION_REASON,CYCLE_WIDTH,GeoJSON
Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,2013 Project,,"{""type"":""LineString"",""coordinates"":[[373355.3217,4901482.8116],[373451.2069,4901572.0293],[373483.4332,4901607.9068],[373501.7292,4901636.2636],[373513.6355,4901658.8855],[373521.1761,4901677.1418],[373527.5261,4901698.1762],[373533.0824,4901725.9575],[373544.1949,4901791.8389],[373549.7909,4901824.1248]]}"
Bike Lane,,Approved for Construction,Carryover Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[384757.1763,4903461.4551],[384919.2883,4903656.3357],[385120.9012,4903897.3716],[385315.3704,4904127.295],[385507.9874,4904355.6309],[385660.9169,4904537.4],[385707.2191,4904592.9626],[385870.4673,4904784.5213],[385876.1626,4904792.4855]]}"
Bike Lane,,Exists,Cycling Lanes,2013 Project,,"{""type"":""LineString"",""coordinates"":[[382198.9369,4903438.5627],[382166.4965,4903396.9426],[382151.1918,4903375.5932],[382137.5591,4903355.6586],[382122.383,4903331.737],[382109.0075,4903311.4166],[382097.1128,4903290.1567]]}"
Bike Lane,,Exists,Cycling Lanes,2013 Project,,"{""type"":""LineString"",""coordinates"":[[382082.698,4903266.5274],[382067.1779,4903238.3626],[382053.6738,4903213.5408],[382029.8808,4903171.7423],[381974.9065,4903077.4558]]}"
Bike Lane,,Exists,Cycling Lanes,2013 Project,,"{""type"":""LineString"",""coordinates"":[[381961.5715,4903055.3895],[381954.7891,4903043.0097],[381942.4301,4903017.217],[381937.7731,4903004.6789],[381933.4743,4902992.1408],[381929.892,4902979.4236],[381927.3844,4902967.0646],[381925.0559,4902955.0638],[381922.9065,4902925.5097],[381923.2647,4902912.9716],[381926.6679,4902881.0889]]}"
Bike Lane,,Exists,Cycling Lanes,2013 Project,,"{""type"":""LineString"",""coordinates"":[[381926.6679,4902881.0889],[381933.1965,4902833.11],[381938.055,4902811.7005],[381942.8175,4902781.5379]]}"
Bike Lane,,Exists,Cycling Lanes,2013 Project,,"{""type"":""LineString"",""coordinates"":[[381944.9456,4902753.6386],[381954.1531,4902684.4438],[381966.3329,4902604.7372],[381979.5875,4902510.5222]]}"
Bike Lane,,Exists,Cycling Lanes,2013 Project,,"{""type"":""LineString"",""coordinates"":[[381979.5875,4902510.5222],[381986.194,4902462.8908],[381990.6719,4902423.4853],[381991.3883,4902412.201],[381991.6996,4902398.7708]]}"
Bike Lane,,Exists,Cycling Lanes,2013 Project,,"{""type"":""LineString"",""coordinates"":[[381991.1026,4902372.9458],[381990.6823,4902352.0932],[381987.2791,4902316.8073],[381982.6221,4902276.5062],[381980.4727,4902263.789],[381973.4872,4902239.6083],[381963.8149,4902215.0695],[381949.6647,4902187.8438],[381925.6632,4902154.7074],[381891.8246,4902114.3841]]}"
Bike Lane,,Exists,Cycling Lanes,2013 Project,,"{""type"":""LineString"",""coordinates"":[[381865.3508,4902085.3048],[381853.3597,4902071.9011],[381832.7614,4902047.7204],[381823.8056,4902037.3317],[381815.3871,4902026.5847],[381807.8642,4902015.4795],[381791.7438,4901990.5824],[381785.2956,4901977.8652],[381779.0266,4901964.7897],[381774.7278,4901955.8339],[381765.9731,4901934.1745]]}"
Bike Lane,,Exists,Cycling Lanes,2013 Project,,"{""type"":""LineString"",""coordinates"":[[381757.4006,4901913.0607],[381752.0922,4901896.306],[381716.2843,4901795.4268]]}"
Bike Lane,,Exists,Cycling Lanes,2013 Project,,"{""type"":""LineString"",""coordinates"":[[381707.191,4901769.16],[381692.7574,4901722.5935],[381670.0097,4901656.858],[381650.8347,4901601.8371]]}"
Bike Lane,,Exists,Cycling Lanes,2013 Project,,"{""type"":""LineString"",""coordinates"":[[381660.2506,4901601.4097],[381675.641,4901647.5181],[381721.8529,4901779.8847]]}"
Bike Lane,,Exists,Cycling Lanes,2013 Project,,"{""type"":""LineString"",""coordinates"":[[381721.8529,4901779.8847],[381772.0054,4901922.7297]]}"
Bike Lane,,Exists,Cycling Lanes,2013 Project,,"{""type"":""LineString"",""coordinates"":[[381772.0054,4901922.7297],[381781.1403,4901945.8356],[381790.9917,4901966.6131],[381799.9475,4901983.45],[381809.4406,4901997.6001],[381825.7402,4902020.527],[381861.9216,4902062.261],[381913.507,4902121.3693]]}"
Bike Lane,,Exists,Cycling Lanes,2013 Project,,"{""type"":""LineString"",""coordinates"":[[381913.507,4902121.3693],[381940.7326,4902155.1326],[381958.8233,4902181.8209],[381970.2868,4902202.4193],[381978.347,4902220.6891],[381985.8698,4902242.7203],[381990.8851,4902262.6022],[381993.9301,4902277.4688],[381996.7959,4902302.1868],[382001.2738,4902343.7417],[382002.8859,4902368.9971],[382003.6023,4902388.3416]]}"
Bike Lane,,Exists,Cycling Lanes,2013 Project,,"{""type"":""LineString"",""coordinates"":[[382003.6023,4902388.3416],[382002.7963,4902411.4028],[381999.3931,4902441.136],[381992.3346,4902497.0372]]}"
Bike Lane,,Exists,Cycling Lanes,2013 Project,,"{""type"":""LineString"",""coordinates"":[[381988.8421,4902521.1673],[381981.8397,4902571.1742],[381968.3633,4902663.0901]]}"
Bike Lane,,Exists,Cycling Lanes,2013 Project,,"{""type"":""LineString"",""coordinates"":[[381948.5325,4902815.3517],[381944.3106,4902839.1719],[381938.3997,4902873.5622],[381935.3548,4902893.4441],[381933.7427,4902913.1468],[381933.9218,4902923.7147],[381934.101,4902936.4319],[381936.0712,4902954.8808],[381939.1162,4902971.8969],[381942.8776,4902986.2261],[381951.6543,4903010.2277],[381963.1177,4903032.2589],[381978.8799,4903060.3801]]}"
Bike Lane,,Exists,Cycling Lanes,2013 Project,,"{""type"":""LineString"",""coordinates"":[[381978.8799,4903060.3801],[382031.8982,4903155.2639],[382068.617,4903217.7753],[382101.5743,4903272.943]]}"
Bike Lane,,Exists,Cycling Lanes,2013 Project,,"{""type"":""LineString"",""coordinates"":[[382101.5743,4903272.943],[382120.8293,4903306.1929],[382132.83,4903328.045],[382163.4589,4903375.1525],[382206.7826,4903430.7321]]}"
Bike Lane,,Approved for Construction,Carryover Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[385861.8112,4904796.6193],[385853.1162,4904782.9358],[385785.3491,4904697.9567],[385709.0956,4904608.1112],[385620.7475,4904503.1762],[385533.4361,4904399.9691],[385445.8943,4904295.4948],[385357.0855,4904189.984],[385268.3918,4904085.5098],[385180.5045,4903981.2659],[385090.7742,4903874.2576],[385003.2324,4903770.5897],[384916.6121,4903666.6914],[384826.0754,4903559.4527],[384748.8766,4903468.5415]]}"
Bike Lane,,Approved for Construction,Carryover Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[384748.8766,4903468.5415],[384702.0916,4903411.0858],[384687.5781,4903392.8864],[384662.8129,4903363.7442],[384583.6798,4903270.9038],[384550.6212,4903231.1644],[384509.6197,4903182.424]]}"
Bike Lane,,Approved for Construction,Carryover Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[384509.6197,4903182.424],[384462.2852,4903125.1733],[384424.8496,4903079.6746],[384340.8786,4902978.4256],[384253.3368,4902875.5641],[384163.6065,4902771.0898],[384129.5113,4902730.7745]]}"
Bike Lane,,Approved for Construction,Carryover Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[384129.5113,4902730.7745],[384043.5209,4902628.2024],[383958.2829,4902525.1104],[383922.4598,4902482.4914]]}"
Route,,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[379612.6224,4897588.5051],[379532.8049,4897582.1421]]}"
Route,,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[379510.4212,4897581.2888],[379436.761,4897575.5738]]}"
Route,,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[379414.5162,4897573.4889],[379325.7748,4897566.1864]]}"
Route,,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[379308.5215,4897564.7861],[379255.0226,4897560.4999]]}"
Route,,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[379164.4173,4897550.4051],[379090.3338,4897543.2613],[378989.792,4897534.7946],[378922.4407,4897531.7661]]}"
Route,,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[378900.8506,4897530.8136],[378792.9416,4897527.6508]]}"
Bike Lane,,Approved for Construction,Carryover Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[383922.4598,4902482.4914],[383841.6295,4902386.7418],[383756.6218,4902285.7232],[383671.7293,4902184.5894],[383590.2924,4902087.4871],[383568.8677,4902060.5335],[383556.082,4902043.0251],[383542.49,4902023.4434],[383531.0865,4902006.3958],[383521.1805,4901989.8089],[383510.9289,4901971.955],[383501.0228,4901953.41],[383488.5827,4901927.6082],[383474.7603,4901897.8901],[383468.7706,4901883.3765],[383460.8227,4901863.2189],[383452.99,4901840.9879],[383445.9636,4901818.5265],[383440.5499,4901799.06],[383435.5968,4901780.7453],[383432.0261,4901763.1218],[383427.8793,4901741.006],[383425.1149,4901724.4191],[383422.2352,4901703.6855],[383420.8149,4901688.5169]]}"
Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,2013 Project,1.5,"{""type"":""LineString"",""coordinates"":[[373058.0657,4900816.9304],[373087.117,4900893.2893]]}"
Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,2013 Project,1.5,"{""type"":""LineString"",""coordinates"":[[373048.3819,4900820.5817],[373057.7482,4900851.2205],[373070.1307,4900888.5268]]}"
Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,2013 Project,1.5,"{""type"":""LineString"",""coordinates"":[[373099.4691,4900927.9329],[373154.873,4901081.9207],[373172.4943,4901133.197],[373183.1305,4901163.2009]]}"
Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,2013 Project,1.5,"{""type"":""LineString"",""coordinates"":[[373132.0129,4901054.4305],[373150.1104,4901101.2618],[373171.383,4901165.2382]]}"
Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,2013 Project,,"{""type"":""LineString"",""coordinates"":[[373192.4968,4901189.2095],[373211.5468,4901244.7721],[373222.213778542,4901273.94479827],[373234.449587412,4901302.49503009],[373248.2181,4901330.3385],[373268.2207,4901365.1048],[373288.7392,4901394.1694],[373311.7183,4901421.3025],[373329.9746,4901441.305]]}"
Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,2013 Project,,"{""type"":""LineString"",""coordinates"":[[373182.3368,4901193.6545],[373218.8493,4901291.4447],[373235.9944,4901327.6398],[373250.9169,4901354.9448],[373267.9032,4901382.7261],[373288.7392,4901411.6319],[373309.1783,4901435.7487],[373323.307,4901450.9888]]}"
Bike Lane,,Exists,,,,"{""type"":""LineString"",""coordinates"":[[375571.7057,4901875.6916],[375573.5318,4901801.6464],[375573.2142,4901757.3551]]}"
Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,2015 Project,1.5,"{""type"":""LineString"",""coordinates"":[[379981.0194,4899346.6493],[380055.5262,4899301.7759]]}"
Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,2015 Project,1.5,"{""type"":""LineString"",""coordinates"":[[380074.9996,4899290.3459],[380157.9731,4899240.8158]]}"
Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,2015 Project,1.5,"{""type"":""LineString"",""coordinates"":[[380178.0814,4899227.9041],[380283.28,4899163.5573]]}"
Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,2015 Project,1.5,"{""type"":""LineString"",""coordinates"":[[380300.425,4899154.879],[380406.8936,4899090.1088]]}"
Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,2015 Project,1.5,"{""type"":""LineString"",""coordinates"":[[380429.1186,4899075.9271],[380500.2387,4899034.6521]]}"
Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,2015 Project,1.5,"{""type"":""LineString"",""coordinates"":[[380500.2387,4899034.6521],[380547.0172,4899007.5587]]}"
Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,2015 Project,1.5,"{""type"":""LineString"",""coordinates"":[[380569.8772,4898994.2236],[380757.2026,4898885.2151]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[377883.282,4900632.0715],[377885.3545,4900654.9259],[377884.5608,4900695.2485]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[379521.966,4897965.1269],[379469.5784,4897943.8544]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[380581.962,4900504.3788],[380624.9833,4900508.5064]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[381602.031,4901314.498],[381604.7297,4901334.1831],[381605.5235,4901355.1381],[381604.7297,4901378.7919],[381603.7772,4901394.8257],[381603.4597,4901408.3195]]}"
Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,2013 Project,,"{""type"":""LineString"",""coordinates"":[[381882.7758,4902104.5416],[381873.2508,4902094.3816]]}"
Bike Lane,Diamond Symbol,Constructed,Joint Reconstruction,2012 Project,,"{""type"":""LineString"",""coordinates"":[[379069.9247,4901765.4002],[378964.5145,4901766.2469],[378884.081,4901767.5169],[378751.1541,4901770.0569]]}"
Bike Lane,Diamond Symbol,Constructed,Joint Reconstruction,2012 Project,,"{""type"":""LineString"",""coordinates"":[[379066.538,4901744.551],[378931.0711,4901746.456],[378815.9242,4901748.1493],[378750.5191,4901749.4193]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[374283.6181,4900815.8721],[374342.045533164,4900846.23817189],[374403.251310895,4900870.52224159],[374466.6043,4900888.4739]]}"
Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,2013 Project,1.5,"{""type"":""LineString"",""coordinates"":[[373122.0116,4901027.1254],[373084.7053,4900931.0815]]}"
Bike Lane,,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[377108.7783,4897453.3371],[377142.1159,4897452.8609],[377170.5322,4897452.0671]]}"
Bike Lane,Diamond Symbol,Constructed,Rehabilitation - Micro-Surfacing,2012 Project,,"{""type"":""LineString"",""coordinates"":[[373375.9343,4897512.4525],[373354.0267,4897468.6374]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[376328.8353,4899588.8887],[376328.0415,4899520.3086]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[375860.1181,4900771.1837],[375864.2456,4900723.8761],[375865.6744,4900715.9386]]}"
Bike Lane,Diamond Symbol,Constructed,Lane Widening for Cycling Routes,2010 Project,,"{""type"":""LineString"",""coordinates"":[[375570.4493,4901633.0991],[375572.1956,4901644.8466],[375573.1481,4901657.3879],[375572.5131,4901713.7442]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[373558.5618,4902677.7053],[373560.1493,4902544.3551]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[373570.2035,4902681.7402],[373570.3358,4902585.2994],[373568.3514,4902549.9775]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[373570.2696,4902719.6551],[373570.4284,4902820.7791]]}"
