CYCLE_STATUS,CYCLE_TYPE,CONSTRUCTION_STATUS,CONSTRUCTION_TYPE,CONSTRUCTION_REASON,CYCLE_WIDTH,GeoJSON
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[381601.0896,4901273.1092],[381604.064718841,4901282.85749307],[381606.599023647,4901292.72956726],[381608.6874,4901302.7055]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[381584.2827,4901251.7398],[381589.198552108,4901264.54382742],[381593.671777912,4901277.50912614],[381597.6971,4901290.6204]]}"
Bike Lane,,Approved for Construction,Development Charge Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[383527.9786,4899555.3672],[383477.0462,4899737.5993]]}"
Bike Lane,,Approved for Construction,Development Charge Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[383477.0462,4899737.5993],[383460.179,4899811.6828],[383440.0045,4899876.1751],[383434.615619595,4899890.55502633],[383427.965539206,4899904.39694614],[383420.10727612,4899917.59050572],[383411.103479774,4899930.03052038],[383401.025932286,4899941.61781298],[383389.954976176,4899952.26000467],[383377.978873847,4899961.87225135],[383365.193103912,4899970.37792007],[383351.6996,4899977.7092],[383321.9339,4899993.9149],[383304.665133412,4900003.92900458],[383288.363410536,4900015.4505679],[383273.159949606,4900028.38684889],[383259.177128565,4900042.63371893],[383246.5275,4900058.0765]]}"
Bike Lane,,Approved for Construction,Development Charge Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[383246.5275,4900058.0765],[383239.350920452,4900073.24013447],[383233.586794362,4900088.99494182],[383229.283139408,4900105.20967766],[383226.475806907,4900121.74926619],[383225.18818316,4900138.47592543],[383225.430994634,4900155.25031504],[383227.202218602,4900171.93269707],[383230.4871,4900188.3841],[383258.2684,4900274.3738]]}"
Bike Lane,,Approved for Construction,Development Charge Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[383258.2684,4900274.3738],[383299.8921,4900391.9483]]}"
Bike Lane,,Approved for Construction,Development Charge Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[383299.8921,4900391.9483],[383321.0588,4900447.8416],[383333.2958,4900490.8365],[383340.9026,4900530.8548],[383354.1318,4900610.8914],[383365.3766,4900681.0061]]}"
Bike Lane,,Approved for Construction,Development Charge Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[383365.3766,4900681.0061],[383372.9834,4900737.7263],[383375.96,4900766.1691],[383379.598,4900812.1405],[383390.5121,4901017.5237],[383389.8506,4901055.8884],[383390.8428,4901099.5447],[383393.4886,4901136.2557],[383398.1189,4901206.3705],[383397.7881,4901221.9148]]}"
Bike Lane,,Approved for Construction,Development Charge Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[383397.7881,4901221.9148],[383406.5525,4901306.4989],[383410.5212,4901427.2153],[383418.4588,4901682.208]]}"
Bike Lane,,Approved for Construction,Development Charge Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[374856.2298,4904153.0966],[375103.6157,4904163.0185]]}"
Bike Lane,,Approved for Construction,Development Charge Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[375103.6157,4904163.0185],[375172.4075,4904165.0029],[375195.154898799,4904162.80717257],[375217.623768234,4904158.63401101],[375239.642544366,4904152.51528004],[375261.0431,4904144.4977],[375407.8871,4904032.711],[375432.477236341,4904012.6176849],[375455.215552615,4903990.45047737],[375475.927742538,4903966.37930571],[375494.455031609,4903940.58869353],[375510.655394233,4903913.27634527],[375524.404642455,4903884.65163059],[375535.597377954,4903854.93397946],[375544.1478,4903824.3512]]}"
Bike Lane,,Approved for Construction,Development Charge Project,2018 Project,,"{""type"":""LineString"",""coordinates"":[[375590.0689,4902978.4278],[375768.663,4902978.4278],[375782.593047093,4902978.073602],[375796.494364704,4902979.03539038],[375810.242907673,4902981.30458286],[375823.715994085,4902984.86093081],[375836.7934,4902989.6727],[375942.6269,4903035.3134],[375957.317089358,4903039.57874054],[375972.321212991,4903042.55717424],[375987.526757733,4903044.22636638],[376002.8197,4903044.5738],[376084.8407,4903041.928]]}"
Bike Lane,,Approved for Construction,Development Charge Project,2018 Project,,"{""type"":""LineString"",""coordinates"":[[376084.8407,4903041.928],[376383.8205,4903031.3446]]}"
Bike Lane,,Approved for Construction,Development Charge Project,2018 Project,,"{""type"":""LineString"",""coordinates"":[[376383.8205,4903031.3446],[376744.9775,4903019.4383]]}"
Bike Lane,,Approved for Construction,Development Charge Project,2018 Project,,"{""type"":""LineString"",""coordinates"":[[378712.3646,4901751.4446],[378621.7446,4901752.106]]}"
Bike Lane,,Approved for Construction,Development Charge Project,2018 Project,,"{""type"":""LineString"",""coordinates"":[[378621.7446,4901752.106],[378478.8693,4901753.4289]]}"
Bike Lane,,Approved for Construction,Development Charge Project,2018 Project,,"{""type"":""LineString"",""coordinates"":[[378457.0411,4901753.4289],[378198.4104,4901752.7675]]}"
Bike Lane,,Approved for Construction,Development Charge Project,2018 Project,,"{""type"":""LineString"",""coordinates"":[[378184.5198,4901751.4446],[377866.3577,4901748.1373]]}"
Bike Lane,,Approved for Construction,Development Charge Project,2018 Project,,"{""type"":""LineString"",""coordinates"":[[377846.1831,4901746.1529],[377573.0003,4901745.4914]]}"
Bike Lane,,Approved for Construction,Development Charge Project,2018 Project,,"{""type"":""LineString"",""coordinates"":[[377573.0003,4901745.4914],[377473.1199,4901743.507],[377211.1819,4901732.2622]]}"
Bike Lane,,Approved for Construction,Development Charge Project,2018 Project,,"{""type"":""LineString"",""coordinates"":[[377211.1819,4901732.2622],[377117.2546,4901726.3091],[377109.639323616,4901726.06771226],[377102.074179444,4901725.1625625],[377094.616911215,4901723.60055962],[377087.324439262,4901721.39362617],[377080.252426046,4901718.55860739],[377073.454851299,4901715.11714258],[377066.9836,4901711.0955],[377025.3117,4901676.6996]]}"
Bike Lane,,Approved for Construction,Development Charge Project,2018 Project,,"{""type"":""LineString"",""coordinates"":[[377025.3117,4901676.6996],[376924.1084,4901586.7411]]}"
Bike Lane,,Approved for Construction,Joint Reconstruction,2018 Project,,"{""type"":""LineString"",""coordinates"":[[379128.2257,4898647.0605],[379120.9496,4898781.9983]]}"
Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,2015 Project,1.5,"{""type"":""LineString"",""coordinates"":[[379778.454,4899469.2046],[379811.0507,4899448.6729]]}"
Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,2015 Project,1.5,"{""type"":""LineString"",""coordinates"":[[379811.0507,4899448.6729],[379964.9327,4899356.1744]]}"
Bike Lane,Diamond Symbol,Constructed,Joint Reconstruction,2008 Project,,"{""type"":""LineString"",""coordinates"":[[378391.571,4898589.445],[378203.902,4898573.8243],[378174.8877,4898573.8243]]}"
Bike Lane,Diamond Symbol,Constructed,Lane Widening for Cycling Routes,2012 Project,,"{""type"":""LineString"",""coordinates"":[[374635.4053,4897461.4491],[374641.9141,4897357.4677]]}"
Bike Lane,Diamond Symbol,Constructed,Reconstruction,2011 Project,,"{""type"":""LineString"",""coordinates"":[[376367.3396,4899414.4546],[376533.3562,4899433.3327]]}"
Bike Lane,Diamond Symbol,Constructed,Reconstruction,2011 Project,,"{""type"":""LineString"",""coordinates"":[[376530.8177,4899454.6176],[376365.4346,4899435.5684]]}"
Bike Lane,Diamond Symbol,Constructed,Reconstruction,2011 Project,,"{""type"":""LineString"",""coordinates"":[[376533.3562,4899433.3327],[376852.8257,4899470.2396]]}"
Bike Lane,Diamond Symbol,Constructed,Reconstruction,2011 Project,,"{""type"":""LineString"",""coordinates"":[[376839.3526,4899490.6249],[376738.0041,4899478.8317],[376530.8177,4899454.6176]]}"
Bike Lane,,Constructed,Lane Widening for Cycling Routes,2011 Project,,"{""type"":""LineString"",""coordinates"":[[375477.5059,4899367.7204],[375507.5782,4899368.1109],[375525.3482,4899368.6968],[375538.6269,4899368.6968],[375706.1726,4899369.8684],[375823.7279,4899373.1881],[375970.184,4899379.8274],[376046.5364,4899385.0998],[376150.8131,4899393.6919],[376284.68,4899405.8643]]}"
Bike Lane,Diamond Symbol,Constructed,Reconstruction,2011 Project,,"{""type"":""LineString"",""coordinates"":[[376852.8257,4899470.2396],[377098.6725,4899498.5821]]}"
Bike Lane,Diamond Symbol,Constructed,Reconstruction,2011 Project,,"{""type"":""LineString"",""coordinates"":[[377098.6725,4899498.5821],[377329.9084,4899523.4935]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[377343.8295,4899450.0783],[377345.1483,4899442.898],[377347.1998,4899434.2523],[377360.3882,4899393.9545]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[377360.3882,4899393.9545],[377382.8425,4899328.3424]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[377391.182,4899303.7012],[377408.3059,4899251.8133],[377416.512,4899230.8585],[377429.9934,4899208.1452],[377450.5086,4899181.915],[377529.9318,4899083.5885],[377537.9914,4899073.1843],[377544.2925,4899064.2456],[377550.0074,4899055.3068],[377554.5501,4899046.2215]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[377554.5501,4899046.2215],[377558.7604,4899035.8603],[377562.4239,4899025.1631],[377565.2081,4899015.1986],[377567.5527,4899005.9667],[377568.725,4898996.7349],[377570.7765,4898964.7897],[377571.1122,4898952.5102]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[377572.6085,4898929.4654],[377574.0003,4898900.7529]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[377574.0003,4898900.7529],[377581.4737,4898765.7921],[377586.5785,4898675.9411]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[377588.9348,4898656.2924],[377591.2188,4898647.2392],[377594.1495,4898638.1539],[377597.5199,4898629.0686],[377602.5022,4898618.6644],[377608.2171,4898607.8206],[377614.3717,4898598.4423],[377621.8451,4898588.1846],[377630.1977,4898579.0993],[377639.4296,4898569.8675],[377649.3941,4898561.0752],[377659.0656,4898554.4811],[377672.547,4898546.7146],[377688.08,4898539.0946],[377702.7337,4898533.2332],[377720.3182,4898528.3974]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[377720.3182,4898528.3974],[377728.268,4898527.0032],[377735.5949,4898526.124],[377746.1456,4898526.7101],[377854.2664,4898535.9819]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[377882.3751,4898538.5369],[377967.5634,4898545.6135]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[377967.5634,4898545.6135],[378104.6248,4898558.1079]]}"
Bike Lane,Diamond Symbol,Constructed,Joint Reconstruction,2008 Project,,"{""type"":""LineString"",""coordinates"":[[378134.4699,4898560.3305],[378163.0449,4898562.3942]]}"
Bike Lane,Diamond Symbol,Constructed,Joint Reconstruction,2008 Project,,"{""type"":""LineString"",""coordinates"":[[378186.3812,4898564.2992],[378408.0546,4898582.2478]]}"
Bike Lane,Diamond Symbol,Constructed,Joint Reconstruction,2008 Project,,"{""type"":""LineString"",""coordinates"":[[378408.0546,4898582.2478],[378514.9442,4898590.9183]]}"
Bike Lane,Diamond Symbol,Constructed,Joint Reconstruction,2008 Project,,"{""type"":""LineString"",""coordinates"":[[378537.6277,4898592.9168],[378716.8568,4898606.728]]}"
Bike Lane,Diamond Symbol,Constructed,Joint Reconstruction,2008 Project,,"{""type"":""LineString"",""coordinates"":[[378743.7417,4898609.2382],[378858.9944,4898617.1757]]}"
Bike Lane,Diamond Symbol,Constructed,Joint Reconstruction,2008 Project,,"{""type"":""LineString"",""coordinates"":[[378895.5568,4898620.1751],[379032.7903,4898629.7282]]}"
Bike Lane,Diamond Symbol,Constructed,Joint Reconstruction,2008 Project,,"{""type"":""LineString"",""coordinates"":[[379020.4812,4898649.8038],[378943.9887,4898644.2354],[378936.2222,4898643.5027],[378880.9777,4898634.2709]]}"
Bike Lane,Diamond Symbol,Constructed,Joint Reconstruction,2008 Project,,"{""type"":""LineString"",""coordinates"":[[378880.9777,4898634.2709],[378806.2437,4898622.2548],[378795.693,4898621.2291],[378728.4323,4898616.2468]]}"
Bike Lane,Diamond Symbol,Constructed,Joint Reconstruction,2008 Project,,"{""type"":""LineString"",""coordinates"":[[378728.4323,4898616.2468],[378525.4049,4898600.9337]]}"
Bike Lane,Diamond Symbol,Constructed,Joint Reconstruction,2008 Project,,"{""type"":""LineString"",""coordinates"":[[378525.4049,4898600.9337],[378425.409,4898592.5058]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[378104.4661,4898568.268],[378084.4741,4898566.6439],[378054.7271,4898561.9547],[378040.806,4898559.7567],[377986.9908,4898554.7742]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[377946.1928,4898551.5544],[377866.7197,4898544.9564]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[377866.7197,4898544.9564],[377745.5334,4898534.5523],[377737.6203,4898534.5523],[377729.8539,4898535.2849],[377721.7943,4898536.8969]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[377721.7943,4898536.8969],[377711.6832,4898539.6811],[377697.3226,4898544.8099],[377679.0054,4898553.309],[377665.9636,4898560.6359],[377650.1376,4898572.2123],[377638.1215,4898583.0561],[377630.2085,4898591.9949],[377620.9766,4898604.304],[377613.5032,4898616.3201],[377607.3487,4898628.9223],[377602.5129,4898640.9383],[377598.1168,4898657.4971],[377596.0653,4898667.7547]]}"
Bike Lane,Diamond Symbol,Constructed,Joint Reconstruction,2008 Project,,"{""type"":""LineString"",""coordinates"":[[378174.8877,4898573.8243],[378167.4143,4898573.8243],[378134.4699,4898570.808]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[377596.0653,4898667.7547],[377595.0395,4898673.9825],[377583.6644,4898889.657]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[377582.5531,4898910.2945],[377580.7459,4898940.5471]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[377580.7459,4898940.5471],[377578.6944,4898984.5083],[377577.6686,4898999.0155],[377576.0567,4899007.6612],[377573.8587,4899017.3327],[377571.0744,4899027.1507],[377567.5576,4899037.7014]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[377555.9783,4899062.9104],[377552.9038,4899068.3277],[377545.577,4899078.5853],[377537.5174,4899088.9894],[377464.6884,4899178.5237],[377436.8463,4899213.9857],[377426.1491,4899231.8633],[377416.6241,4899255.7489],[377395.0831,4899319.1995]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[377395.0831,4899319.1995],[377371.73,4899386.7625]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[377854.4482,4901461.869],[377857.0646,4901353.2892]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[377857.0646,4901353.2892],[377861.8613,4901144.9963]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[377861.8613,4901144.9963],[377864.623,4901042.3033]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[377864.623,4901042.3033],[377866.9487,4900943.8984]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[377866.9487,4900943.8984],[377869.2744,4900856.831]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[377871.1676,4900713.9341],[377873.2843,4900643.8723]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[377873.9193,4900620.3773],[377875.3793,4900594.7569],[377877.4142,4900500.2765],[377879.846,4900434.269]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[377880.3222,4900406.9639],[377883.8921,4900286.8457],[377888.2527,4900157.4802]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[377888.2527,4900157.4802],[377894.1335,4899975.7981]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[377894.6733,4899955.2271],[377897.5913,4899836.0288],[377899.7534,4899778.2205]]}"
Route,,Approved for Construction,Carryover Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[382799.5672,4904293.1114],[382757.9414,4904242.7002],[382686.98,4904159.8325],[382669.0412,4904141.2587],[382628.5599,4904105.2224],[382594.9048,4904078.7111],[382551.027,4904046.1316],[382521.9757,4904021.2078],[382503.2431,4904000.5703],[382487.0506,4903977.0752],[382471.8106,4903951.6752],[382457.4468,4903923.0705]]}"
Route,,Approved for Construction,Carryover Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[382208.1849,4903432.0683],[382255.3867,4903491.1234],[382286.9251,4903530.2818]]}"
Route,,Approved for Construction,Carryover Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[382469.4359,4903916.0964],[382486.2323,4903947.7751],[382498.9323,4903967.9364],[382512.7436,4903986.5102],[382527.1899,4904003.6552],[382540.8424,4904017.9428],[382550.2087,4904028.1028],[382567.5444,4904044.1505],[382601.0391,4904070.6597],[382623.4286,4904087.3175],[382640.0864,4904100.9303],[382657.1024,4904116.1552],[382676.8052,4904134.7832],[382699.3738,4904158.9639],[382725.5247,4904189.7718],[382754.5415,4904224.6994],[382771.5575,4904245.1186],[382787.857,4904265.0005],[382800.0369,4904280.0462],[382809.351,4904292.4052]]}"
Route,,Approved for Construction,Carryover Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[382809.351,4904292.4052],[382826.6357,4904317.0337],[382840.4276,4904338.8858],[382852.7866,4904362.8873],[382864.9665,4904388.5009],[382874.997,4904414.6518]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[377899.9121,4899758.0592],[377901.3705,4899687.3311]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[377935.6,4899485.8092],[377955.7331,4899397.2036]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[377955.7331,4899397.2036],[377974.6291,4899313.3341],[377982.9144,4899274.6698],[378000.7929,4899178.0091],[378020.3726,4899100.0459]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[378025.9289,4899078.2971],[378056.6565,4898953.8237],[378067.5215,4898912.0855]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[378072.1252,4898892.083],[378083.8506,4898844.8969],[378086.1763,4898834.5767],[378088.938,4898823.9658],[378091.5544,4898813.355],[378093.8801,4898803.3255],[378096.3511,4898792.7146],[378099.985,4898772.2196],[378102.3106,4898756.0853],[378104.3456,4898733.9914],[378106.962,4898701.7227],[378109.8691,4898661.6049]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[378109.8691,4898661.6049],[378110.3605,4898642.8504],[378110.5059,4898625.844],[378113.8563,4898578.2645]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[378115.7613,4898549.2132],[378119.9539,4898464.6459],[378127.2216,4898331.0651],[378129.7313,4898295.2127]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[378131.2026,4898273.5255],[378136.2826,4898188.9115]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[378138.0289,4898166.6865],[378147.4233,4898014.9761],[378152.4126,4897910.324]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[378152.4126,4897910.324],[378156.4017,4897831.1405]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[378156.4017,4897831.1405],[378162.9427,4897709.7695]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[378162.9427,4897709.7695],[378169.0476,4897588.5439]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[378169.0476,4897588.5439],[378171.664,4897537.2337]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[378188.4796,4897508.1513],[378186.8921,4897531.0113],[378181.0183,4897579.1127]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[378177.5258,4897598.004],[378172.287,4897697.3817]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[378170.9837,4897720.3413],[378166.0624,4897821.9415]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[378165.1029,4897844.3212],[378161.6104,4897899.4076]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[380232.4626,4898210.6363],[380340.1477,4898235.6368]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[378160.7302,4897922.3698],[378155.8203,4898011.9614],[378148.1165,4898144.5247],[378145.7451,4898177.7524]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[378145.7451,4898177.7524],[378139.0742,4898284.7924]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[378139.0742,4898284.7924],[378135.0043,4898348.8938],[378132.5332,4898410.3787],[378130.2076,4898478.986],[378128.4633,4898519.5399],[378126.2388,4898550.9595]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[378124.3338,4898579.217],[378121.8497,4898620.4886],[378118.3612,4898676.4501],[378115.018,4898714.6783],[378111.0935,4898750.8715],[378106.8782,4898780.0878],[378102.0815,4898804.0713],[378084.7843,4898874.4228],[378077.6619,4898903.3484]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[378077.6619,4898903.3484],[378044.6301,4899035.4393],[378031.2575,4899088.4937]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[378031.2575,4899088.4937],[378019.2839,4899137.0602],[378011.5801,4899168.3114],[378005.0392,4899199.1266],[377996.8993,4899243.3144],[377990.213,4899280.089],[377978.0033,4899344.9171],[377969.4138,4899381.8277]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[383822.2202,4899559.0127],[383876.407,4899565.1511],[383908.3687,4899568.5377],[383951.7605,4899571.9244],[384345.673,4899601.3461]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[384345.673,4899601.3461],[384623.2743,4899622.0895],[385116.4232,4899657.5921]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[385330.7609,4899673.684],[385485.6061,4899684.3196],[385512.9111,4899686.8596],[385540.6395,4899690.0346],[385566.8862,4899693.8446],[385588.2646,4899697.8663],[385617.0513,4899704.0046]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[385617.0513,4899704.0046],[385657.6914,4899714.3763],[385748.0733,4899739.1414]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[385748.0733,4899739.1414],[385838.4551,4899763.6948],[385975.9545,4899802.1443]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[385975.9545,4899802.1443],[385997.2054,4899809.4149],[386172.6774,4899862.755]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[386172.6774,4899862.755],[386344.6672,4899915.6327]]}"
Route,,Approved for Construction,Carryover Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[385003.9247,4905438.33],[385009.5087,4905444.6419],[385016.7655,4905455.1238],[385024.1374,4905467.9095],[385028.8601,4905478.5067],[385035.7713,4905498.2036],[385040.6091,4905514.4449],[385043.7191,4905525.0421],[385047.6355,4905531.7229],[385051.8974,4905537.943],[385056.0441,4905541.2834],[385062.8401,4905545.8908],[385069.0602,4905549.3464],[385077.9295,4905551.535],[385085.5319,4905552.2261],[385106.3806,4905553.2628],[385125.9623,4905554.0691],[385141.9733,4905555.3361]]}"
Route,,Approved for Construction,Carryover Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[385141.9733,4905555.3361],[385159.8573,4905557.1908],[385175.2923,4905559.149],[385188.9995,4905561.6831],[385212.0368,4905567.0969],[385244.0586,4905575.0447],[385316.9717,4905593.0138],[385422.9434,4905619.7371]]}"
Route,,Approved for Construction,Carryover Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[385434.462,4905612.8259],[385444.0225,4905589.5582],[385451.9704,4905573.4321],[385463.7194,4905555.9238],[385476.3899,4905541.0647],[385489.9819,4905529.4308],[385501.0398,4905521.3678],[385514.747,4905513.6503],[385528.5694,4905505.7024],[385543.0829,4905497.409],[385561.8583,4905485.66],[385580.5186,4905472.7591],[385605.2837,4905454.9051],[385625.4413,4905439.5853],[385640.7611,4905428.7578],[385656.081,4905416.0873]]}"
Route,,Approved for Construction,Carryover Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[385656.081,4905416.0873],[385682.4011,4905394.317],[385699.2183,4905380.9554],[385718.4545,4905364.8293],[385737.3451,4905348.7031],[385765.2202,4905323.1317],[385784.1108,4905306.66],[385799.8914,4905293.068],[385813.1378,4905282.9316],[385852.4165,4905254.9413],[385968.1717,4905172.9179]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[386344.6672,4899915.6327],[386373.3378,4899926.2551],[386391.9645,4899933.8751],[386405.2996,4899939.3785],[386425.4079,4899949.1151],[386452.2897,4899964.9902],[386558.0105,4900034.6272]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[386558.0105,4900034.6272],[386817.4605,4900207.4124]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[386817.4605,4900207.4124],[386935.928,4900287.2685],[387065.5692,4900372.9463],[387139.7855,4900421.6753]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[387139.7855,4900421.6753],[387267.5553,4900507.3699],[387292.7065,4900523.5239]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[387292.7065,4900523.5239],[387364.275,4900567.6919],[387431.9687,4900606.8269]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[387431.9687,4900606.8269],[387604.5439,4900703.7159]]}"
